pattern,count,before_round,after_round,round_delta,cumulative_delta_from_pattern_start
rand,10,64177,64177,0,0
rand,20,64863,64863,0,686
rand,30,64863,65549,686,1372
rand,40,66242,66242,0,2065
rand,50,66928,66928,0,2751
rand,60,66928,67614,686,3437
rand,70,68300,68300,0,4123
rand,80,68986,68986,0,4809
rand,90,69672,69672,0,5495
rand,100,70358,70358,0,6181
