pattern,count,before_round,after_round,round_delta,cumulative_delta_from_pattern_start
sequ,10,64249,64249,0,0
sequ,20,64935,64935,0,686
sequ,30,65621,65621,0,1372
sequ,40,66314,66314,0,2065
sequ,50,66314,67000,686,2751
sequ,60,67000,67686,686,3437
sequ,70,67686,68372,686,4123
sequ,80,69058,69058,0,4809
sequ,90,69058,69744,686,5495
sequ,100,70430,70430,0,6181
