pattern,count,before_round,after_round,round_delta,cumulative_delta_from_pattern_start
shortprefix,10,64177,64177,0,0
shortprefix,20,64863,64863,0,686
shortprefix,30,64863,65549,686,1372
shortprefix,40,66242,66242,0,2065
shortprefix,50,66242,66928,686,2751
shortprefix,60,66928,67614,686,3437
shortprefix,70,67614,68300,686,4123
shortprefix,80,68300,68986,686,4809
shortprefix,90,68986,69672,686,5495
shortprefix,100,69672,70358,686,6181
